,dim,walk_len,n_walks,p,q,window,ARI
361,60,5,5,0.75,1.0,10,-0.0352760736196319
362,60,5,5,0.75,1.0,15,-0.04032258064516129
363,60,5,10,0.75,1.0,5,0.10483870967741936
364,60,5,10,0.75,1.0,10,0.10483870967741936
365,60,5,10,0.75,1.0,15,0.08018867924528301
366,60,5,15,0.75,1.0,5,-0.014150943396226415
367,60,5,15,0.75,1.0,10,0.14012738853503184
368,60,5,15,0.75,1.0,15,-0.04032258064516129
369,60,15,5,0.75,1.0,5,-0.04032258064516129
370,60,15,5,0.75,1.0,10,0.0330188679245283
371,60,15,5,0.75,1.0,15,0.056451612903225805
372,60,15,10,0.75,1.0,5,-0.04032258064516129
373,60,15,10,0.75,1.0,10,-0.029411764705882353
374,60,15,10,0.75,1.0,15,0.008064516129032258
375,60,15,15,0.75,1.0,5,0.0196078431372549
376,60,15,15,0.75,1.0,10,0.056451612903225805
377,60,15,15,0.75,1.0,15,0.056451612903225805
378,60,25,5,0.75,1.0,5,0.008064516129032258
379,60,25,5,0.75,1.0,10,0.056451612903225805
380,60,25,5,0.75,1.0,15,0.008064516129032258
381,60,25,10,0.75,1.0,5,0.06862745098039216
382,60,25,10,0.75,1.0,10,-0.024844720496894408
383,60,25,10,0.75,1.0,15,0.06862745098039216
384,60,25,15,0.75,1.0,5,-0.024844720496894408
385,60,25,15,0.75,1.0,10,0.008064516129032258
386,60,25,15,0.75,1.0,15,-0.024844720496894408
387,60,35,5,0.75,1.0,5,0.008064516129032258
388,60,35,5,0.75,1.0,10,0.056451612903225805
389,60,35,5,0.75,1.0,15,0.0196078431372549
390,60,35,10,0.75,1.0,5,-0.024844720496894408
391,60,35,10,0.75,1.0,10,-0.024844720496894408
392,60,35,10,0.75,1.0,15,-0.024844720496894408
393,60,35,15,0.75,1.0,5,-0.024844720496894408
394,60,35,15,0.75,1.0,10,-0.024844720496894408
395,60,35,15,0.75,1.0,15,-0.024844720496894408
396,60,45,5,0.75,1.0,5,-0.024844720496894408
397,60,45,5,0.75,1.0,10,-0.024844720496894408
398,60,45,5,0.75,1.0,15,-0.024844720496894408
399,60,45,10,0.75,1.0,5,-0.04032258064516129
400,60,45,10,0.75,1.0,10,0.008064516129032258
401,60,45,10,0.75,1.0,15,-0.024844720496894408
402,60,45,15,0.75,1.0,5,-0.024844720496894408
403,60,45,15,0.75,1.0,10,-0.024844720496894408
404,60,45,15,0.75,1.0,15,-0.024844720496894408
405,60,55,5,0.75,1.0,5,0.008064516129032258
406,60,55,5,0.75,1.0,10,-0.024844720496894408
407,60,55,5,0.75,1.0,15,-0.024844720496894408
408,60,55,10,0.75,1.0,5,-0.024844720496894408
409,60,55,10,0.75,1.0,10,0.056451612903225805
410,60,55,10,0.75,1.0,15,-0.029411764705882353
411,60,55,15,0.75,1.0,5,-0.024844720496894408
412,60,55,15,0.75,1.0,10,-0.024844720496894408
413,60,55,15,0.75,1.0,15,-0.024844720496894408
414,60,65,5,0.75,1.0,5,0.0196078431372549
415,60,65,5,0.75,1.0,10,-0.024844720496894408
416,60,65,5,0.75,1.0,15,0.008064516129032258
417,60,65,10,0.75,1.0,5,-0.024844720496894408
418,60,65,10,0.75,1.0,10,-0.024844720496894408
419,60,65,10,0.75,1.0,15,-0.024844720496894408
420,60,65,15,0.75,1.0,5,-0.024844720496894408
421,60,65,15,0.75,1.0,10,-0.024844720496894408
422,60,65,15,0.75,1.0,15,-0.024844720496894408
423,60,75,5,0.75,1.0,5,-0.029411764705882353
424,60,75,5,0.75,1.0,10,-0.024844720496894408
425,60,75,5,0.75,1.0,15,-0.024844720496894408
426,60,75,10,0.75,1.0,5,-0.024844720496894408
427,60,75,10,0.75,1.0,10,-0.04032258064516129
428,60,75,10,0.75,1.0,15,-0.024844720496894408
429,60,75,15,0.75,1.0,5,-0.024844720496894408
430,60,75,15,0.75,1.0,10,-0.024844720496894408
431,60,75,15,0.75,1.0,15,0.0330188679245283
432,70,5,5,0.75,1.0,5,-0.04032258064516129
433,70,5,5,0.75,1.0,10,-0.08870967741935484
434,70,5,5,0.75,1.0,15,-0.04032258064516129
435,70,5,10,0.75,1.0,5,-0.04032258064516129
436,70,5,10,0.75,1.0,10,0.008064516129032258
437,70,5,10,0.75,1.0,15,-0.12745098039215685
438,70,5,15,0.75,1.0,5,-0.10849056603773585
439,70,5,15,0.75,1.0,10,-0.08870967741935484
440,70,5,15,0.75,1.0,15,0.008064516129032258
441,70,15,5,0.75,1.0,5,0.1532258064516129
442,70,15,5,0.75,1.0,10,0.3137254901960784
443,70,15,5,0.75,1.0,15,0.16666666666666666
444,70,15,10,0.75,1.0,5,-0.029411764705882353
445,70,15,10,0.75,1.0,10,0.0196078431372549
446,70,15,10,0.75,1.0,15,0.008064516129032258
447,70,15,15,0.75,1.0,5,-0.014150943396226415
448,70,15,15,0.75,1.0,10,-0.014150943396226415
449,70,15,15,0.75,1.0,15,0.06862745098039216
450,70,25,5,0.75,1.0,5,0.008064516129032258
451,70,25,5,0.75,1.0,10,0.06862745098039216
452,70,25,5,0.75,1.0,15,0.06862745098039216
453,70,25,10,0.75,1.0,5,0.06862745098039216
454,70,25,10,0.75,1.0,10,-0.024844720496894408
455,70,25,10,0.75,1.0,15,0.06862745098039216
456,70,25,15,0.75,1.0,5,-0.024844720496894408
457,70,25,15,0.75,1.0,10,-0.024844720496894408
458,70,25,15,0.75,1.0,15,-0.024844720496894408
459,70,35,5,0.75,1.0,5,0.06862745098039216
460,70,35,5,0.75,1.0,10,0.06862745098039216
461,70,35,5,0.75,1.0,15,0.008064516129032258
462,70,35,10,0.75,1.0,5,-0.024844720496894408
463,70,35,10,0.75,1.0,10,-0.04032258064516129
464,70,35,10,0.75,1.0,15,-0.024844720496894408
465,70,35,15,0.75,1.0,5,-0.024844720496894408
466,70,35,15,0.75,1.0,10,-0.024844720496894408
467,70,35,15,0.75,1.0,15,-0.024844720496894408
468,70,45,5,0.75,1.0,5,-0.024844720496894408
469,70,45,5,0.75,1.0,10,-0.024844720496894408
470,70,45,5,0.75,1.0,15,-0.024844720496894408
471,70,45,10,0.75,1.0,5,-0.024844720496894408
472,70,45,10,0.75,1.0,10,-0.029411764705882353
473,70,45,10,0.75,1.0,15,-0.04032258064516129
474,70,45,15,0.75,1.0,5,-0.024844720496894408
475,70,45,15,0.75,1.0,10,-0.024844720496894408
476,70,45,15,0.75,1.0,15,-0.024844720496894408
477,70,55,5,0.75,1.0,5,-0.024844720496894408
478,70,55,5,0.75,1.0,10,-0.024844720496894408
479,70,55,5,0.75,1.0,15,-0.024844720496894408
480,70,55,10,0.75,1.0,5,-0.04032258064516129
481,70,55,10,0.75,1.0,10,0.056451612903225805
482,70,55,10,0.75,1.0,15,-0.024844720496894408
483,70,55,15,0.75,1.0,5,-0.024844720496894408
484,70,55,15,0.75,1.0,10,-0.024844720496894408
485,70,55,15,0.75,1.0,15,-0.024844720496894408
486,70,65,5,0.75,1.0,5,0.06862745098039216
487,70,65,5,0.75,1.0,10,-0.024844720496894408
488,70,65,5,0.75,1.0,15,-0.024844720496894408
489,70,65,10,0.75,1.0,5,-0.024844720496894408
490,70,65,10,0.75,1.0,10,0.0330188679245283
491,70,65,10,0.75,1.0,15,-0.024844720496894408
492,70,65,15,0.75,1.0,5,-0.024844720496894408
493,70,65,15,0.75,1.0,10,-0.024844720496894408
494,70,65,15,0.75,1.0,15,-0.024844720496894408
495,70,75,5,0.75,1.0,5,-0.024844720496894408
496,70,75,5,0.75,1.0,10,-0.024844720496894408
497,70,75,5,0.75,1.0,15,-0.024844720496894408
498,70,75,10,0.75,1.0,5,-0.024844720496894408
499,70,75,10,0.75,1.0,10,-0.024844720496894408
500,70,75,10,0.75,1.0,15,-0.024844720496894408
501,70,75,15,0.75,1.0,5,-0.024844720496894408
502,70,75,15,0.75,1.0,10,-0.024844720496894408
503,70,75,15,0.75,1.0,15,-0.024844720496894408
504,80,5,5,0.75,1.0,5,0.10483870967741936
505,80,5,5,0.75,1.0,10,0.21568627450980393
506,80,5,5,0.75,1.0,15,0.008064516129032258
507,80,5,10,0.75,1.0,5,-0.06132075471698113
508,80,5,10,0.75,1.0,10,0.008064516129032258
509,80,5,10,0.75,1.0,15,-0.09872611464968153
510,80,5,15,0.75,1.0,5,-0.0784313725490196
511,80,5,15,0.75,1.0,10,0.056451612903225805
512,80,5,15,0.75,1.0,15,0.06832298136645963
513,80,15,5,0.75,1.0,5,0.056451612903225805
514,80,15,5,0.75,1.0,10,-0.13709677419354838
515,80,15,5,0.75,1.0,15,0.056451612903225805
516,80,15,10,0.75,1.0,5,-0.0031847133757961785
517,80,15,10,0.75,1.0,10,-0.08870967741935484
518,80,15,10,0.75,1.0,15,-0.04032258064516129
519,80,15,15,0.75,1.0,5,0.0196078431372549
520,80,15,15,0.75,1.0,10,0.056451612903225805
521,80,15,15,0.75,1.0,15,0.06862745098039216
522,80,25,5,0.75,1.0,5,0.10483870967741936
523,80,25,5,0.75,1.0,10,0.06862745098039216
524,80,25,5,0.75,1.0,15,0.056451612903225805
525,80,25,10,0.75,1.0,5,0.06862745098039216
526,80,25,10,0.75,1.0,10,0.06862745098039216
527,80,25,10,0.75,1.0,15,0.06862745098039216
528,80,25,15,0.75,1.0,5,-0.024844720496894408
529,80,25,15,0.75,1.0,10,-0.024844720496894408
530,80,25,15,0.75,1.0,15,-0.024844720496894408
531,80,35,5,0.75,1.0,5,0.06862745098039216
532,80,35,5,0.75,1.0,10,0.06862745098039216
533,80,35,5,0.75,1.0,15,0.008064516129032258
534,80,35,10,0.75,1.0,5,-0.024844720496894408
535,80,35,10,0.75,1.0,10,-0.024844720496894408
536,80,35,10,0.75,1.0,15,-0.024844720496894408
537,80,35,15,0.75,1.0,5,-0.024844720496894408
538,80,35,15,0.75,1.0,10,-0.024844720496894408
539,80,35,15,0.75,1.0,15,-0.024844720496894408
540,80,45,5,0.75,1.0,5,-0.024844720496894408
541,80,45,5,0.75,1.0,10,-0.024844720496894408
542,80,45,5,0.75,1.0,15,-0.024844720496894408
543,80,45,10,0.75,1.0,5,-0.024844720496894408
544,80,45,10,0.75,1.0,10,0.06862745098039216
545,80,45,10,0.75,1.0,15,-0.024844720496894408
546,80,45,15,0.75,1.0,5,-0.024844720496894408
547,80,45,15,0.75,1.0,10,-0.024844720496894408
548,80,45,15,0.75,1.0,15,-0.024844720496894408
549,80,55,5,0.75,1.0,5,0.056451612903225805
550,80,55,5,0.75,1.0,10,-0.024844720496894408
551,80,55,5,0.75,1.0,15,0.008064516129032258
552,80,55,10,0.75,1.0,5,-0.029411764705882353
553,80,55,10,0.75,1.0,10,0.056451612903225805
554,80,55,10,0.75,1.0,15,0.06862745098039216
555,80,55,15,0.75,1.0,5,-0.024844720496894408
556,80,55,15,0.75,1.0,10,-0.024844720496894408
557,80,55,15,0.75,1.0,15,-0.024844720496894408
558,80,65,5,0.75,1.0,5,0.008064516129032258
559,80,65,5,0.75,1.0,10,-0.024844720496894408
560,80,65,5,0.75,1.0,15,-0.024844720496894408
561,80,65,10,0.75,1.0,5,-0.024844720496894408
562,80,65,10,0.75,1.0,10,-0.024844720496894408
563,80,65,10,0.75,1.0,15,-0.024844720496894408
564,80,65,15,0.75,1.0,5,-0.024844720496894408
565,80,65,15,0.75,1.0,10,-0.024844720496894408
566,80,65,15,0.75,1.0,15,-0.024844720496894408
567,80,75,5,0.75,1.0,5,-0.029411764705882353
568,80,75,5,0.75,1.0,10,-0.024844720496894408
569,80,75,5,0.75,1.0,15,-0.024844720496894408
570,80,75,10,0.75,1.0,5,-0.024844720496894408
571,80,75,10,0.75,1.0,10,-0.024844720496894408
572,80,75,10,0.75,1.0,15,-0.024844720496894408
573,80,75,15,0.75,1.0,5,-0.024844720496894408
574,80,75,15,0.75,1.0,10,-0.024844720496894408
575,80,75,15,0.75,1.0,15,-0.024844720496894408
576,90,5,5,0.75,1.0,5,0.056451612903225805
577,90,5,5,0.75,1.0,10,0.056451612903225805
578,90,5,5,0.75,1.0,15,-0.08870967741935484
579,90,5,10,0.75,1.0,5,-0.08870967741935484
580,90,5,10,0.75,1.0,10,-0.08870967741935484
581,90,5,10,0.75,1.0,15,-0.0784313725490196
582,90,5,15,0.75,1.0,5,-0.13709677419354838
583,90,5,15,0.75,1.0,10,-0.12745098039215685
584,90,5,15,0.75,1.0,15,-0.04032258064516129
585,90,15,5,0.75,1.0,5,-0.08870967741935484
586,90,15,5,0.75,1.0,10,0.20161290322580644
587,90,15,5,0.75,1.0,15,0.008064516129032258
588,90,15,10,0.75,1.0,5,-0.06132075471698113
589,90,15,10,0.75,1.0,10,-0.050955414012738856
590,90,15,10,0.75,1.0,15,-0.029411764705882353
591,90,15,15,0.75,1.0,5,0.056451612903225805
592,90,15,15,0.75,1.0,10,0.0196078431372549
593,90,15,15,0.75,1.0,15,0.008064516129032258
594,90,25,5,0.75,1.0,5,-0.029411764705882353
595,90,25,5,0.75,1.0,10,0.06862745098039216
596,90,25,5,0.75,1.0,15,0.06862745098039216
597,90,25,10,0.75,1.0,5,0.008064516129032258
598,90,25,10,0.75,1.0,10,0.06862745098039216
599,90,25,10,0.75,1.0,15,0.056451612903225805
600,90,25,15,0.75,1.0,5,0.008064516129032258
601,90,25,15,0.75,1.0,10,-0.024844720496894408
602,90,25,15,0.75,1.0,15,-0.024844720496894408
603,90,35,5,0.75,1.0,5,0.008064516129032258
604,90,35,5,0.75,1.0,10,0.008064516129032258
605,90,35,5,0.75,1.0,15,0.008064516129032258
606,90,35,10,0.75,1.0,5,-0.024844720496894408
607,90,35,10,0.75,1.0,10,0.008064516129032258
608,90,35,10,0.75,1.0,15,-0.024844720496894408
609,90,35,15,0.75,1.0,5,-0.024844720496894408
610,90,35,15,0.75,1.0,10,-0.024844720496894408
611,90,35,15,0.75,1.0,15,-0.024844720496894408
612,90,45,5,0.75,1.0,5,-0.024844720496894408
613,90,45,5,0.75,1.0,10,-0.024844720496894408
614,90,45,5,0.75,1.0,15,-0.024844720496894408
615,90,45,10,0.75,1.0,5,-0.024844720496894408
616,90,45,10,0.75,1.0,10,0.008064516129032258
617,90,45,10,0.75,1.0,15,-0.029411764705882353
618,90,45,15,0.75,1.0,5,-0.024844720496894408
619,90,45,15,0.75,1.0,10,-0.024844720496894408
620,90,45,15,0.75,1.0,15,-0.024844720496894408
621,90,55,5,0.75,1.0,5,0.008064516129032258
622,90,55,5,0.75,1.0,10,-0.024844720496894408
623,90,55,5,0.75,1.0,15,-0.024844720496894408
624,90,55,10,0.75,1.0,5,-0.04032258064516129
625,90,55,10,0.75,1.0,10,-0.024844720496894408
626,90,55,10,0.75,1.0,15,0.008064516129032258
627,90,55,15,0.75,1.0,5,-0.04032258064516129
628,90,55,15,0.75,1.0,10,-0.024844720496894408
629,90,55,15,0.75,1.0,15,-0.029411764705882353
630,90,65,5,0.75,1.0,5,0.008064516129032258
631,90,65,5,0.75,1.0,10,-0.024844720496894408
632,90,65,5,0.75,1.0,15,-0.024844720496894408
633,90,65,10,0.75,1.0,5,-0.024844720496894408
634,90,65,10,0.75,1.0,10,-0.024844720496894408
635,90,65,10,0.75,1.0,15,-0.029411764705882353
636,90,65,15,0.75,1.0,5,-0.024844720496894408
637,90,65,15,0.75,1.0,10,-0.029411764705882353
638,90,65,15,0.75,1.0,15,-0.029411764705882353
639,90,75,5,0.75,1.0,5,0.056451612903225805
640,90,75,5,0.75,1.0,10,-0.024844720496894408
641,90,75,5,0.75,1.0,15,-0.024844720496894408
642,90,75,10,0.75,1.0,5,-0.024844720496894408
643,90,75,10,0.75,1.0,10,-0.024844720496894408
644,90,75,10,0.75,1.0,15,0.06862745098039216
645,90,75,15,0.75,1.0,5,-0.024844720496894408
646,90,75,15,0.75,1.0,10,-0.024844720496894408
647,90,75,15,0.75,1.0,15,-0.024844720496894408
648,100,5,5,0.75,1.0,5,0.056451612903225805
649,100,5,5,0.75,1.0,10,-0.04032258064516129
650,100,5,5,0.75,1.0,15,-0.08870967741935484
651,100,5,10,0.75,1.0,5,-0.029411764705882353
652,100,5,10,0.75,1.0,10,-0.029411764705882353
653,100,5,10,0.75,1.0,15,0.06832298136645963
654,100,5,15,0.75,1.0,5,-0.04032258064516129
655,100,5,15,0.75,1.0,10,0.1532258064516129
656,100,5,15,0.75,1.0,15,-0.10849056603773585
657,100,15,5,0.75,1.0,5,-0.04032258064516129
658,100,15,5,0.75,1.0,10,0.16666666666666666
659,100,15,5,0.75,1.0,15,0.12735849056603774
660,100,15,10,0.75,1.0,5,-0.04032258064516129
661,100,15,10,0.75,1.0,10,-0.08870967741935484
662,100,15,10,0.75,1.0,15,-0.029411764705882353
663,100,15,15,0.75,1.0,5,0.0196078431372549
664,100,15,15,0.75,1.0,10,0.06862745098039216
665,100,15,15,0.75,1.0,15,0.056451612903225805
666,100,25,5,0.75,1.0,5,-0.06132075471698113
667,100,25,5,0.75,1.0,10,-0.024844720496894408
668,100,25,5,0.75,1.0,15,-0.024844720496894408
669,100,25,10,0.75,1.0,5,0.06862745098039216
670,100,25,10,0.75,1.0,10,-0.024844720496894408
671,100,25,10,0.75,1.0,15,0.06862745098039216
672,100,25,15,0.75,1.0,5,-0.024844720496894408
673,100,25,15,0.75,1.0,10,-0.024844720496894408
674,100,25,15,0.75,1.0,15,-0.024844720496894408
675,100,35,5,0.75,1.0,5,0.06862745098039216
676,100,35,5,0.75,1.0,10,0.06862745098039216
677,100,35,5,0.75,1.0,15,0.008064516129032258
678,100,35,10,0.75,1.0,5,-0.024844720496894408
679,100,35,10,0.75,1.0,10,-0.024844720496894408
680,100,35,10,0.75,1.0,15,-0.024844720496894408
681,100,35,15,0.75,1.0,5,-0.024844720496894408
682,100,35,15,0.75,1.0,10,-0.024844720496894408
683,100,35,15,0.75,1.0,15,-0.024844720496894408
684,100,45,5,0.75,1.0,5,-0.024844720496894408
685,100,45,5,0.75,1.0,10,0.008064516129032258
686,100,45,5,0.75,1.0,15,-0.024844720496894408
687,100,45,10,0.75,1.0,5,-0.024844720496894408
688,100,45,10,0.75,1.0,10,-0.024844720496894408
689,100,45,10,0.75,1.0,15,-0.024844720496894408
690,100,45,15,0.75,1.0,5,-0.024844720496894408
691,100,45,15,0.75,1.0,10,-0.024844720496894408
692,100,45,15,0.75,1.0,15,-0.024844720496894408
693,100,55,5,0.75,1.0,5,-0.024844720496894408
694,100,55,5,0.75,1.0,10,-0.024844720496894408
695,100,55,5,0.75,1.0,15,-0.024844720496894408
696,100,55,10,0.75,1.0,5,0.008064516129032258
697,100,55,10,0.75,1.0,10,-0.024844720496894408
698,100,55,10,0.75,1.0,15,-0.04032258064516129
699,100,55,15,0.75,1.0,5,-0.024844720496894408
700,100,55,15,0.75,1.0,10,-0.024844720496894408
701,100,55,15,0.75,1.0,15,0.056451612903225805
702,100,65,5,0.75,1.0,5,-0.029411764705882353
703,100,65,5,0.75,1.0,10,0.008064516129032258
704,100,65,5,0.75,1.0,15,-0.024844720496894408
705,100,65,10,0.75,1.0,5,-0.024844720496894408
706,100,65,10,0.75,1.0,10,-0.024844720496894408
707,100,65,10,0.75,1.0,15,-0.024844720496894408
708,100,65,15,0.75,1.0,5,-0.024844720496894408
709,100,65,15,0.75,1.0,10,0.008064516129032258
710,100,65,15,0.75,1.0,15,-0.029411764705882353
711,100,75,5,0.75,1.0,5,-0.024844720496894408
712,100,75,5,0.75,1.0,10,-0.024844720496894408
713,100,75,5,0.75,1.0,15,-0.024844720496894408
714,100,75,10,0.75,1.0,5,-0.024844720496894408
715,100,75,10,0.75,1.0,10,-0.024844720496894408
716,100,75,10,0.75,1.0,15,0.008064516129032258
717,100,75,15,0.75,1.0,5,-0.024844720496894408
718,100,75,15,0.75,1.0,10,-0.024844720496894408
719,100,75,15,0.75,1.0,15,-0.024844720496894408
